Fila 0, Código: 25184, Error: 1062 (23000): Duplicate entry '25184-2023-05-22-1-2023-07-05' for key 'vencimientos.PRIMARY'
Fila 47, Código: 21339, Error: 1062 (23000): Duplicate entry '21339-2023-05-22-1-2023-10-01' for key 'vencimientos.PRIMARY'
Fila 48, Código: 25744, Error: 1062 (23000): Duplicate entry '25744-2023-05-22-1-2023-10-01' for key 'vencimientos.PRIMARY'
Fila 49, Código: 23676, Error: 1062 (23000): Duplicate entry '23676-2023-05-22-1-2023-10-02' for key 'vencimientos.PRIMARY'
Fila 50, Código: 23677, Error: 1062 (23000): Duplicate entry '23677-2023-05-22-1-2023-10-02' for key 'vencimientos.PRIMARY'
Fila 51, Código: 25480, Error: 1062 (23000): Duplicate entry '25480-2023-05-22-1-2023-10-09' for key 'vencimientos.PRIMARY'
Fila 52, Código: 25482, Error: 1062 (23000): Duplicate entry '25482-2023-05-22-1-2023-10-09' for key 'vencimientos.PRIMARY'
Fila 53, Código: 25235, Error: 1062 (23000): Duplicate entry '25235-2023-05-22-1-2023-10-11' for key 'vencimientos.PRIMARY'
Fila 54, Código: 25188, Error: 1062 (23000): Duplicate entry '25188-2023-05-22-1-2023-10-11' for key 'vencimientos.PRIMARY'
Fila 55, Código: 25481, Error: 1062 (23000): Duplicate entry '25481-2023-05-22-1-2023-10-11' for key 'vencimientos.PRIMARY'
Fila 56, Código: 25227, Error: 1062 (23000): Duplicate entry '25227-2023-05-22-1-2023-10-16' for key 'vencimientos.PRIMARY'
Fila 57, Código: 22597, Error: 1062 (23000): Duplicate entry '22597-2023-05-22-1-2024-01-09' for key 'vencimientos.PRIMARY'
Fila 58, Código: 25006, Error: 1062 (23000): Duplicate entry '25006-2023-05-22-1-2024-01-14' for key 'vencimientos.PRIMARY'
Fila 59, Código: 25152, Error: 1062 (23000): Duplicate entry '25152-2023-05-22-1-2024-02-26' for key 'vencimientos.PRIMARY'
Fila 60, Código: 25116, Error: 1062 (23000): Duplicate entry '25116-2023-05-22-1-2024-03-02' for key 'vencimientos.PRIMARY'
Fila 61, Código: 25113, Error: 1062 (23000): Duplicate entry '25113-2023-05-22-1-2024-03-11' for key 'vencimientos.PRIMARY'
Fila 62, Código: 25002, Error: 1062 (23000): Duplicate entry '25002-2023-05-22-1-2024-03-14' for key 'vencimientos.PRIMARY'
Fila 63, Código: 25166, Error: 1062 (23000): Duplicate entry '25166-2023-05-22-1-2024-03-16' for key 'vencimientos.PRIMARY'
Fila 64, Código: 25004, Error: 1062 (23000): Duplicate entry '25004-2023-05-22-1-2024-03-18' for key 'vencimientos.PRIMARY'
Fila 65, Código: 25036, Error: 1062 (23000): Duplicate entry '25036-2023-05-22-1-2024-03-18' for key 'vencimientos.PRIMARY'
Fila 66, Código: 25048, Error: 1062 (23000): Duplicate entry '25048-2023-05-22-1-2024-04-08' for key 'vencimientos.PRIMARY'
Fila 67, Código: 25002, Error: 1062 (23000): Duplicate entry '25002-2023-05-22-1-2024-04-08' for key 'vencimientos.PRIMARY'
Fila 68, Código: 25166, Error: 1062 (23000): Duplicate entry '25166-2023-05-22-1-2024-04-15' for key 'vencimientos.PRIMARY'
Fila 235, Código: 24117, Error: 1062 (23000): Duplicate entry '24117-2023-06-16-1-2023-08-03' for key 'vencimientos.PRIMARY'
Fila 236, Código: 25226, Error: 1062 (23000): Duplicate entry '25226-2023-06-16-1-2023-08-12' for key 'vencimientos.PRIMARY'
Fila 237, Código: 24112, Error: 1062 (23000): Duplicate entry '24112-2023-06-16-1-2023-08-13' for key 'vencimientos.PRIMARY'
Fila 238, Código: 22640, Error: 1062 (23000): Duplicate entry '22640-2023-06-16-1-2023-08-16' for key 'vencimientos.PRIMARY'
Fila 239, Código: 25232, Error: 1062 (23000): Duplicate entry '25232-2023-06-16-1-2023-08-17' for key 'vencimientos.PRIMARY'
Fila 240, Código: 25184, Error: 1062 (23000): Duplicate entry '25184-2023-06-16-1-2023-08-23' for key 'vencimientos.PRIMARY'
Fila 241, Código: 25234, Error: 1062 (23000): Duplicate entry '25234-2023-06-16-1-2023-08-26' for key 'vencimientos.PRIMARY'
Fila 242, Código: 25226, Error: 1062 (23000): Duplicate entry '25226-2023-06-16-1-2023-09-03' for key 'vencimientos.PRIMARY'
Fila 243, Código: 25185, Error: 1062 (23000): Duplicate entry '25185-2023-06-16-1-2023-09-03' for key 'vencimientos.PRIMARY'
Fila 244, Código: 25046, Error: 1062 (23000): Duplicate entry '25046-2023-06-16-1-2023-09-04' for key 'vencimientos.PRIMARY'
Fila 245, Código: 25141, Error: 1062 (23000): Duplicate entry '25141-2023-06-16-1-2023-09-05' for key 'vencimientos.PRIMARY'
Fila 246, Código: 21337, Error: 1062 (23000): Duplicate entry '21337-2023-06-16-1-2023-09-07' for key 'vencimientos.PRIMARY'
Fila 247, Código: 21338, Error: 1062 (23000): Duplicate entry '21338-2023-06-16-1-2023-09-07' for key 'vencimientos.PRIMARY'
Fila 248, Código: 22639, Error: 1062 (23000): Duplicate entry '22639-2023-06-16-1-2023-09-08' for key 'vencimientos.PRIMARY'
Fila 249, Código: 25003, Error: 1062 (23000): Duplicate entry '25003-2023-06-16-1-2023-09-09' for key 'vencimientos.PRIMARY'
Fila 250, Código: 20489, Error: 1062 (23000): Duplicate entry '20489-2023-06-16-1-2023-09-09' for key 'vencimientos.PRIMARY'
Fila 251, Código: 20474, Error: 1062 (23000): Duplicate entry '20474-2023-06-16-1-2023-09-09' for key 'vencimientos.PRIMARY'
Fila 252, Código: 25298, Error: 1062 (23000): Duplicate entry '25298-2023-06-16-1-2023-09-11' for key 'vencimientos.PRIMARY'
Fila 253, Código: 21334, Error: 1062 (23000): Duplicate entry '21334-2023-06-16-1-2023-09-11' for key 'vencimientos.PRIMARY'
Fila 254, Código: 25005, Error: 1062 (23000): Duplicate entry '25005-2023-06-16-1-2023-09-17' for key 'vencimientos.PRIMARY'
Fila 255, Código: 25145, Error: 1062 (23000): Duplicate entry '25145-2023-06-16-1-2023-09-17' for key 'vencimientos.PRIMARY'
Fila 256, Código: 25140, Error: 1062 (23000): Duplicate entry '25140-2023-06-16-1-2023-09-17' for key 'vencimientos.PRIMARY'
Fila 257, Código: 25189, Error: 1062 (23000): Duplicate entry '25189-2023-06-16-1-2023-09-18' for key 'vencimientos.PRIMARY'
Fila 258, Código: 25185, Error: 1062 (23000): Duplicate entry '25185-2023-06-16-1-2023-09-19' for key 'vencimientos.PRIMARY'
Fila 259, Código: 25184, Error: 1062 (23000): Duplicate entry '25184-2023-06-16-1-2023-09-19' for key 'vencimientos.PRIMARY'
Fila 260, Código: 25233, Error: 1062 (23000): Duplicate entry '25233-2023-06-16-1-2023-09-21' for key 'vencimientos.PRIMARY'
Fila 261, Código: 20475, Error: 1062 (23000): Duplicate entry '20475-2023-06-16-1-2023-09-24' for key 'vencimientos.PRIMARY'
Fila 262, Código: 25144, Error: 1062 (23000): Duplicate entry '25144-2023-06-16-1-2023-09-25' for key 'vencimientos.PRIMARY'
Fila 263, Código: 22640, Error: 1062 (23000): Duplicate entry '22640-2023-06-16-1-2023-09-30' for key 'vencimientos.PRIMARY'
Fila 264, Código: 21339, Error: 1062 (23000): Duplicate entry '21339-2023-06-16-1-2023-10-01' for key 'vencimientos.PRIMARY'
Fila 265, Código: 25744, Error: 1062 (23000): Duplicate entry '25744-2023-06-16-1-2023-10-01' for key 'vencimientos.PRIMARY'
Fila 266, Código: 21333, Error: 1062 (23000): Duplicate entry '21333-2023-06-16-1-2023-10-02' for key 'vencimientos.PRIMARY'
Fila 267, Código: 23676, Error: 1062 (23000): Duplicate entry '23676-2023-06-16-1-2023-10-02' for key 'vencimientos.PRIMARY'
Fila 268, Código: 23677, Error: 1062 (23000): Duplicate entry '23677-2023-06-16-1-2023-10-02' for key 'vencimientos.PRIMARY'
Fila 269, Código: 25480, Error: 1062 (23000): Duplicate entry '25480-2023-06-16-1-2023-10-08' for key 'vencimientos.PRIMARY'
Fila 270, Código: 25482, Error: 1062 (23000): Duplicate entry '25482-2023-06-16-1-2023-10-09' for key 'vencimientos.PRIMARY'
Fila 271, Código: 25481, Error: 1062 (23000): Duplicate entry '25481-2023-06-16-1-2023-10-10' for key 'vencimientos.PRIMARY'
Fila 272, Código: 25232, Error: 1062 (23000): Duplicate entry '25232-2023-06-16-1-2023-10-13' for key 'vencimientos.PRIMARY'
Fila 273, Código: 20489, Error: 1062 (23000): Duplicate entry '20489-2023-06-16-1-2023-10-14' for key 'vencimientos.PRIMARY'
Fila 274, Código: 25188, Error: 1062 (23000): Duplicate entry '25188-2023-06-16-1-2023-10-15' for key 'vencimientos.PRIMARY'
Fila 275, Código: 25229, Error: 1062 (23000): Duplicate entry '25229-2023-06-16-1-2023-10-16' for key 'vencimientos.PRIMARY'
Fila 276, Código: 25140, Error: 1062 (23000): Duplicate entry '25140-2023-06-16-1-2023-10-21' for key 'vencimientos.PRIMARY'
Fila 277, Código: 25236, Error: 1062 (23000): Duplicate entry '25236-2023-06-16-1-2023-10-24' for key 'vencimientos.PRIMARY'
Fila 278, Código: 25481, Error: 1062 (23000): Duplicate entry '25481-2023-06-16-1-2023-11-12' for key 'vencimientos.PRIMARY'
Fila 279, Código: 25237, Error: 1062 (23000): Duplicate entry '25237-2023-06-16-1-2023-11-14' for key 'vencimientos.PRIMARY'
Fila 280, Código: 25235, Error: 1062 (23000): Duplicate entry '25235-2023-06-16-1-2023-11-14' for key 'vencimientos.PRIMARY'
Fila 281, Código: 25227, Error: 1062 (23000): Duplicate entry '25227-2023-06-16-1-2023-11-16' for key 'vencimientos.PRIMARY'
Fila 282, Código: 25141, Error: 1062 (23000): Duplicate entry '25141-2023-06-16-1-2023-11-27' for key 'vencimientos.PRIMARY'
Fila 283, Código: 25482, Error: 1062 (23000): Duplicate entry '25482-2023-06-16-1-2023-11-27' for key 'vencimientos.PRIMARY'
Fila 284, Código: 25145, Error: 1062 (23000): Duplicate entry '25145-2023-06-16-1-2023-11-29' for key 'vencimientos.PRIMARY'
Fila 285, Código: 22597, Error: 1062 (23000): Duplicate entry '22597-2023-06-16-1-2024-01-09' for key 'vencimientos.PRIMARY'
Fila 286, Código: 25152, Error: 1062 (23000): Duplicate entry '25152-2023-06-16-1-2024-02-26' for key 'vencimientos.PRIMARY'
Fila 287, Código: 25006, Error: 1062 (23000): Duplicate entry '25006-2023-06-16-1-2024-03-11' for key 'vencimientos.PRIMARY'
Fila 288, Código: 25113, Error: 1062 (23000): Duplicate entry '25113-2023-06-16-1-2024-03-11' for key 'vencimientos.PRIMARY'
Fila 289, Código: 25002, Error: 1062 (23000): Duplicate entry '25002-2023-06-16-1-2024-03-16' for key 'vencimientos.PRIMARY'
Fila 290, Código: 25004, Error: 1062 (23000): Duplicate entry '25004-2023-06-16-1-2024-03-18' for key 'vencimientos.PRIMARY'
Fila 291, Código: 25152, Error: 1062 (23000): Duplicate entry '25152-2023-06-16-1-2024-03-18' for key 'vencimientos.PRIMARY'
Fila 292, Código: 25116, Error: 1062 (23000): Duplicate entry '25116-2023-06-16-1-2024-04-01' for key 'vencimientos.PRIMARY'
Fila 293, Código: 25048, Error: 1062 (23000): Duplicate entry '25048-2023-06-16-1-2024-04-08' for key 'vencimientos.PRIMARY'
Fila 294, Código: 25036, Error: 1062 (23000): Duplicate entry '25036-2023-06-16-1-2024-04-12' for key 'vencimientos.PRIMARY'
Fila 295, Código: 25166, Error: 1062 (23000): Duplicate entry '25166-2023-06-16-1-2024-04-13' for key 'vencimientos.PRIMARY'
Fila 296, Código: 25002, Error: 1062 (23000): Duplicate entry '25002-2023-06-16-1-2024-05-10' for key 'vencimientos.PRIMARY'
Fila 297, Código: 25166, Error: 1062 (23000): Duplicate entry '25166-2023-06-16-1-2024-05-10' for key 'vencimientos.PRIMARY'
Fila 298, Código: 25116, Error: 1062 (23000): Duplicate entry '25116-2023-06-16-1-2024-05-18' for key 'vencimientos.PRIMARY'
Fila 299, Código: 25048, Error: 1062 (23000): Duplicate entry '25048-2023-06-16-1-2024-05-21' for key 'vencimientos.PRIMARY'
Fila 347, Código: 20475, Error: 1062 (23000): Duplicate entry '20475-2023-06-16-2-2023-08-02' for key 'vencimientos.PRIMARY'
Fila 348, Código: 25226, Error: 1062 (23000): Duplicate entry '25226-2023-06-16-2-2023-08-12' for key 'vencimientos.PRIMARY'
Fila 349, Código: 25189, Error: 1062 (23000): Duplicate entry '25189-2023-06-16-2-2023-08-12' for key 'vencimientos.PRIMARY'
Fila 350, Código: 20489, Error: 1062 (23000): Duplicate entry '20489-2023-06-16-2-2023-08-17' for key 'vencimientos.PRIMARY'
Fila 351, Código: 20474, Error: 1062 (23000): Duplicate entry '20474-2023-06-16-2-2023-08-17' for key 'vencimientos.PRIMARY'
Fila 352, Código: 25481, Error: 1062 (23000): Duplicate entry '25481-2023-06-16-2-2023-08-19' for key 'vencimientos.PRIMARY'
Fila 353, Código: 25298, Error: 1062 (23000): Duplicate entry '25298-2023-06-16-2-2023-08-30' for key 'vencimientos.PRIMARY'
Fila 354, Código: 25235, Error: 1062 (23000): Duplicate entry '25235-2023-06-16-2-2023-09-03' for key 'vencimientos.PRIMARY'
Fila 355, Código: 25141, Error: 1062 (23000): Duplicate entry '25141-2023-06-16-2-2023-09-05' for key 'vencimientos.PRIMARY'
Fila 356, Código: 21337, Error: 1062 (23000): Duplicate entry '21337-2023-06-16-2-2023-09-07' for key 'vencimientos.PRIMARY'
Fila 357, Código: 21338, Error: 1062 (23000): Duplicate entry '21338-2023-06-16-2-2023-09-07' for key 'vencimientos.PRIMARY'
Fila 358, Código: 25229, Error: 1062 (23000): Duplicate entry '25229-2023-06-16-2-2023-09-09' for key 'vencimientos.PRIMARY'
Fila 359, Código: 20489, Error: 1062 (23000): Duplicate entry '20489-2023-06-16-2-2023-09-09' for key 'vencimientos.PRIMARY'
Fila 360, Código: 25744, Error: 1062 (23000): Duplicate entry '25744-2023-06-16-2-2023-09-09' for key 'vencimientos.PRIMARY'
Fila 361, Código: 25003, Error: 1062 (23000): Duplicate entry '25003-2023-06-16-2-2023-09-16' for key 'vencimientos.PRIMARY'
Fila 362, Código: 25237, Error: 1062 (23000): Duplicate entry '25237-2023-06-16-2-2023-09-16' for key 'vencimientos.PRIMARY'
Fila 363, Código: 22639, Error: 1062 (23000): Duplicate entry '22639-2023-06-16-2-2023-09-16' for key 'vencimientos.PRIMARY'
Fila 364, Código: 25005, Error: 1062 (23000): Duplicate entry '25005-2023-06-16-2-2023-09-17' for key 'vencimientos.PRIMARY'
Fila 365, Código: 25145, Error: 1062 (23000): Duplicate entry '25145-2023-06-16-2-2023-09-17' for key 'vencimientos.PRIMARY'
Fila 366, Código: 25185, Error: 1062 (23000): Duplicate entry '25185-2023-06-16-2-2023-09-19' for key 'vencimientos.PRIMARY'
Fila 367, Código: 25233, Error: 1062 (23000): Duplicate entry '25233-2023-06-16-2-2023-09-21' for key 'vencimientos.PRIMARY'
Fila 368, Código: 21339, Error: 1062 (23000): Duplicate entry '21339-2023-06-16-2-2023-10-01' for key 'vencimientos.PRIMARY'
Fila 369, Código: 25480, Error: 1062 (23000): Duplicate entry '25480-2023-06-16-2-2023-10-08' for key 'vencimientos.PRIMARY'
Fila 370, Código: 25481, Error: 1062 (23000): Duplicate entry '25481-2023-06-16-2-2023-10-10' for key 'vencimientos.PRIMARY'
Fila 371, Código: 25235, Error: 1062 (23000): Duplicate entry '25235-2023-06-16-2-2023-10-11' for key 'vencimientos.PRIMARY'
Fila 372, Código: 25227, Error: 1062 (23000): Duplicate entry '25227-2023-06-16-2-2023-10-16' for key 'vencimientos.PRIMARY'
Fila 373, Código: 25237, Error: 1062 (23000): Duplicate entry '25237-2023-06-16-2-2023-11-14' for key 'vencimientos.PRIMARY'
Fila 374, Código: 25004, Error: 1062 (23000): Duplicate entry '25004-2023-06-16-2-2023-12-11' for key 'vencimientos.PRIMARY'
Fila 375, Código: 25006, Error: 1062 (23000): Duplicate entry '25006-2023-06-16-2-2024-01-14' for key 'vencimientos.PRIMARY'
Fila 376, Código: 25004, Error: 1062 (23000): Duplicate entry '25004-2023-06-16-2-2024-01-18' for key 'vencimientos.PRIMARY'
Fila 377, Código: 25152, Error: 1062 (23000): Duplicate entry '25152-2023-06-16-2-2024-02-26' for key 'vencimientos.PRIMARY'
Fila 378, Código: 25113, Error: 1062 (23000): Duplicate entry '25113-2023-06-16-2-2024-03-11' for key 'vencimientos.PRIMARY'
Fila 379, Código: 25002, Error: 1062 (23000): Duplicate entry '25002-2023-06-16-2-2024-03-17' for key 'vencimientos.PRIMARY'
Fila 380, Código: 25004, Error: 1062 (23000): Duplicate entry '25004-2023-06-16-2-2024-03-19' for key 'vencimientos.PRIMARY'
Fila 381, Código: 25116, Error: 1062 (23000): Duplicate entry '25116-2023-06-16-2-2024-04-01' for key 'vencimientos.PRIMARY'
Fila 382, Código: 25048, Error: 1062 (23000): Duplicate entry '25048-2023-06-16-2-2024-04-08' for key 'vencimientos.PRIMARY'
Fila 383, Código: 25166, Error: 1062 (23000): Duplicate entry '25166-2023-06-16-2-2024-04-15' for key 'vencimientos.PRIMARY'
Fila 384, Código: 25482, Error: 1062 (23000): Duplicate entry '25482-2023-06-16-1-2023-10-09' for key 'vencimientos.PRIMARY'
Fila 385, Código: 23676, Error: 1062 (23000): Duplicate entry '23676-2023-06-16-1-2023-10-02' for key 'vencimientos.PRIMARY'
Fila 386, Código: 23676, Error: 1062 (23000): Duplicate entry '23676-2023-06-16-1-2023-08-20' for key 'vencimientos.PRIMARY'
Fila 387, Código: 24112, Error: 1062 (23000): Duplicate entry '24112-2023-06-16-1-2023-07-24' for key 'vencimientos.PRIMARY'
Fila 388, Código: 24117, Error: 1062 (23000): Duplicate entry '24117-2023-06-16-1-2023-08-13' for key 'vencimientos.PRIMARY'
Fila 389, Código: 25005, Error: 1062 (23000): Duplicate entry '25005-2023-06-16-1-2023-09-17' for key 'vencimientos.PRIMARY'
Fila 390, Código: 25003, Error: 1062 (23000): Duplicate entry '25003-2023-06-16-1-2023-09-16' for key 'vencimientos.PRIMARY'
Fila 391, Código: 25036, Error: 1062 (23000): Duplicate entry '25036-2023-06-16-1-2024-03-18' for key 'vencimientos.PRIMARY'
Fila 392, Código: 25046, Error: 1062 (23000): Duplicate entry '25046-2023-06-16-1-2023-09-04' for key 'vencimientos.PRIMARY'
Fila 393, Código: 25116, Error: 1062 (23000): Duplicate entry '25116-2023-06-16-1-2024-03-02' for key 'vencimientos.PRIMARY'
Fila 394, Código: 25113, Error: 1062 (23000): Duplicate entry '25113-2023-06-16-1-2024-03-11' for key 'vencimientos.PRIMARY'
Fila 395, Código: 25152, Error: 1062 (23000): Duplicate entry '25152-2023-06-16-1-2024-02-26' for key 'vencimientos.PRIMARY'
Fila 396, Código: 25166, Error: 1062 (23000): Duplicate entry '25166-2023-06-16-1-2024-04-15' for key 'vencimientos.PRIMARY'
Fila 397, Código: 25166, Error: 1062 (23000): Duplicate entry '25166-2023-06-16-1-2024-03-16' for key 'vencimientos.PRIMARY'
Fila 398, Código: 25229, Error: 1062 (23000): Duplicate entry '25229-2023-06-16-1-2023-09-09' for key 'vencimientos.PRIMARY'
Fila 399, Código: 25236, Error: 1062 (23000): Duplicate entry '25236-2023-06-16-1-2023-08-29' for key 'vencimientos.PRIMARY'
Fila 400, Código: 25237, Error: 1062 (23000): Duplicate entry '25237-2023-06-16-1-2023-10-01' for key 'vencimientos.PRIMARY'
Fila 401, Código: 25237, Error: 1062 (23000): Duplicate entry '25237-2023-06-16-1-2023-09-01' for key 'vencimientos.PRIMARY'
Fila 402, Código: 25235, Error: 1062 (23000): Duplicate entry '25235-2023-06-16-1-2023-10-11' for key 'vencimientos.PRIMARY'
Fila 403, Código: 25227, Error: 1062 (23000): Duplicate entry '25227-2023-06-16-1-2023-10-16' for key 'vencimientos.PRIMARY'
Fila 404, Código: 25234, Error: 1062 (23000): Duplicate entry '25234-2023-06-16-1-2023-08-26' for key 'vencimientos.PRIMARY'
Fila 405, Código: 25226, Error: 1062 (23000): Duplicate entry '25226-2023-06-16-1-2023-08-12' for key 'vencimientos.PRIMARY'
Fila 406, Código: 25226, Error: 1062 (23000): Duplicate entry '25226-2023-06-16-1-2023-09-03' for key 'vencimientos.PRIMARY'
Fila 407, Código: 25233, Error: 1062 (23000): Duplicate entry '25233-2023-06-16-1-2023-08-05' for key 'vencimientos.PRIMARY'
Fila 408, Código: 25233, Error: 1062 (23000): Duplicate entry '25233-2023-06-16-1-2023-09-21' for key 'vencimientos.PRIMARY'
Fila 409, Código: 25232, Error: 1062 (23000): Duplicate entry '25232-2023-06-16-1-2023-07-28' for key 'vencimientos.PRIMARY'
Fila 410, Código: 25232, Error: 1062 (23000): Duplicate entry '25232-2023-06-16-1-2023-08-17' for key 'vencimientos.PRIMARY'
Fila 411, Código: 25145, Error: 1062 (23000): Duplicate entry '25145-2023-06-16-1-2023-09-17' for key 'vencimientos.PRIMARY'
Fila 412, Código: 20475, Error: 1062 (23000): Duplicate entry '20475-2023-06-16-1-2023-09-24' for key 'vencimientos.PRIMARY'
Fila 413, Código: 20475, Error: 1062 (23000): Duplicate entry '20475-2023-06-16-1-2023-08-02' for key 'vencimientos.PRIMARY'
Fila 414, Código: 25144, Error: 1062 (23000): Duplicate entry '25144-2023-06-16-1-2023-08-09' for key 'vencimientos.PRIMARY'
